sents,topics,sentiments
làm bài tập .,3,1
cứ ngỡ được 10 điểm là chắc chắn rồi .,1,0
thầy yêu cầu quá cao đối với một sinh viên có thể tiếp thu mọi kỹ năng cần truyền đạt vào một đồ án .,0,0
thêm phòng thiết bị để thực hành .,2,0
dễ hiểu đầy đủ .,0,2
điểm .,3,1
"giáo viên tốt bụng , vui tính .",0,2
"slide quá khó hiểu , nhiều chỗ không giải thích rõ ràng , đặc biệt là các bài hướng dẫn thực hành .",1,0
"nói rõ mục tiêu cũng như các bước làm của lab , khối lượng bài tập vừa phải .",0,2
giải đáp kịp thời những thắc mắc cho sinh viên .,0,2
"giảng viên nhiệt tình , phương pháp dạy dễ tiếp cận , dễ hiểu .",0,2
"phòng học cần lắp thêm quạt và ổ cắm vì sinh viên phải sử dụng laptop để làm bài tập , cần có thêm màn che cửa sổ để có thể theo dõi bài giảng trên slide tốt hơn .",2,0
bài tập không cho ví dụ về nhà để xem lại .,1,0
giảng viên thiếu rất nhiều hoạt động để việc học bớt nhàm chán khi quá bám sát bài học .,0,0
"thầy dạy dễ hiểu , rất hài lòng .",0,2
"micro và các thiết bị âm thanh , máy chiếu cần nâng cấp .",2,0
"cách giảng bài dễ hiểu , hay .",0,2
đầy đủ kiến thức .,1,2
chất lượng phòng máy rất tệ .,2,0
"thầy giảng ngắn gọn , đầy đủ .",0,2
tốt giỏi chu đáo .,0,2
"tuy có phần chém gió kinh điển nhưng kiến thức , hiểu biết rộng , đặc biệt về công nghệ .",0,2
"chờ học sinh gửi email mới show được slide to lên , giảng cho qua loa không hỏi học sinh có hiểu gì hay không ?",0,0
tạo niềm vui cho bọn em tuy lý thuyết bọn em rất đuối sức .,0,2
"nhiệt tình , truyền cảm hứng .",0,2
"thầy hài hước , giọng truyền cảm .",0,2
"thầy dạy rất nhiệt tình , tâm huyết , dễ hiểu .",0,2
không hiểu cách chấm bài thi của thầy .,0,0
tiết học chưa được thu hút .,1,0
giảng viên nên thay đổi phương pháp giảng dạy để tương tác nhiều hơn với sinh viên .,0,0
cần vào thẳng nội dung .,1,0
"thầy đẹp trai , dạy dễ hiểu , hay trò chuyện thực tiễn với học sinh .",0,2
cô dạy trên lớp và thực hành tận tâm .,0,2
em rất hài lòng về thầy .,0,2
"thầy quá bảo thủ , thầy luôn cho rằng ý kiến của thầy là đúng nhất , ngoài ra mọi ý kiến khác đều sai .",0,0
"thầy wzjwz252 giảng bài rất thu hút , kiến thức thầy rất rộng , luôn giải đáp thắc mắc cho sinh viên .",0,2
"giảng viên rất hòa đồng vui vẻ , nhiệt tình trong giảng dạy .",0,2
"giảng viên tận tâm , tạo điều kiện cho học sinh làm bài tập .",0,2
cần giải bài tập nhiều hơn .,1,0
"kiến thức thực tiễn của thầy rộng , giảng dạy vui vẻ .",0,2
cô cũng không cung cấp hay giải thích gì đáp án của bài thi .,0,0
"thầy rất nhiệt tình , nói rất nhiều đến khản giọng mà sức truyền tải không bằng thầy wzjwz159 .",0,2
kiến thức giảng dạy môn tiếng anh hầu như không giúp ích nhiều cho sinh viên trong việc tìm hiểu các tài liệu chuyên ngành .,1,0
"thấy rất hiền , rất chi là hơi trẻ con .",0,2
"giảng dạy hay , dễ hiểu , cuốn hút sinh viên .",0,2
"cách tìm kiếm chúng ở đâu , khai thác chúng ở đâu chứ không phải là phải nhớ mấy cái phương thức hay các hàm rồi viết lên giấy vào đề thi cuối kỳ .",1,0
"giảng hơi nhanh , chưa kỹ lắm .",0,0
"những phần trọng tâm bài tập thì cũng không nói được "" đây là phần quan trọng có trong đề thi các em cần chú ý "" .",1,0
"nghe , nói luyện tập cao .",1,2
giáo viên giảng hay dễ hiểu .,0,2
sử dụng phần mềm crack .,1,0
nhiều khi dạy quá thời gian .,0,0
tuy dạy chậm giúp học sinh dễ hiêu tuy nhiên nhiều bài khó thì sẽ khiến sinh viên dễ chán .,0,0
"thầy vui tính , thương sinh viên , dạy dễ hiểu .",0,2
thầy bằng nhiệt tình tận tụy với sinh viên trong việc hướng dẫn đồ án .,0,2
"dạy dễ hiểu , thân thiện .",0,2
có các phần ôn tập không liên tới bài kiểm tra .,0,0
không nên tổ chức thực hành hình thức 2 .,1,0
sự thân thiện và tận tình đối với học viên .,3,2
"thầy giảng bài nhiệt tình , gần gũi với sinh viên , nội dung không hiểu có thể hỏi ngay thầy tại lớp .",0,2
giảng viên cần nắm vững xem sinh viên có hiểu được bài hay không và đưa ra phương án để sinh viên nắm vững kiến thức .,0,0
thầy thiện nhiệt tình .,0,2
truyền đạt thực tiễn vấn đề .,0,2
giáo viên rất nhiệt tình và tâm huyết đối với sinh viên .,0,2
"âm thanh thầy giảng hơi nhỏ , khó khăn trong việc nghe giảng .",0,0
nên thay đổi hình thức khảo sát với môn học này thì môn học này không có lên lớp và chỉ có đến hạn thì báo cáo với giảng viên .,1,0
"sinh viên hỏi , nhận câu trả lời cũng như không hỏi .",0,0
"thầy dạy khá nhiệt tình , vui tính .",0,2
"em nghĩ chỉ nên bắt buộc các bài tập có dạng căn bản , còn bài tập tương tự thì chỉ khuyến khích sinh viên làm thêm .",1,0
thầy dạy rất hay ạ !,0,2
"không thống nhất trước về hình thức thi và làm bài tập , đến những tuần cuối cùng mới công bố .",1,0
nhằm giảm thời lượng giảng dạy cũng như sự thú vị khi học môn toán .,3,0
"giảng viên dạy nhiệt tình , dễ hiểu .",0,2
em mong cô cũng như toàn thể các giảng viên hãy xem xét lại việc điểm danh vì đại học dù sao cũng là tự học chứ không phải như là phổ thông nữa .,0,0
"cô cực kỳ nhiệt huyết , cô rất dễ thương colonlove cô yêu học trò của mình , cô cực kỳ khách quan , phong cách làm việc của cô rất giống người nước ngoài , em thích cô .",0,2
"giảng viên nhiệt tình , tận tâm với công việc , slide dễ hiểu , hoạt động học tập sôi nổi .",0,2
"chú ý giữ sức khỏe , nhất là cổ họng colonsmile .",3,0
"thầy tận tâm , nhiệt tình .",0,2
máy ở phòng thực hành quá tệ .,2,0
thầy rất dễ thương .,0,2
"giảng viên nhiệt tình , thân thiện .",0,2
"thầy truyền đạt rất tận tình , dễ hiểu lượng bài tập , nội dung thi hợp lý , vừa sức với sinh viên .",0,2
giảng viên nên đến đúng giờ hơn và cho nhiều bài tập hơn .,0,0
"em thấy những nội dung như vậy rất mơ hồ , có tính áp đặt suy nghĩ cho người học .",1,0
"cần nâng cấp máy tính trong phòng thực hành , nhiều kit de2 bị lỗi cần sửa chữa hoặc thay mới .",2,0
em thấy môn này nhiều lý thuyết không đáp ứng đủ trong việc làm đồ án .,1,0
tạo điều kiện cho sinh viên làm việc nhóm .,0,2
phương pháp dạy chưa hay .,0,0
hay bị về trễ colonsad .,0,0
cần dạy chi tiết hơn .,0,0
cô giảng rất nhiệt tình .,0,2
dạy rất chi tiết và đầy đủ những kiến thức quan trọng .,0,2
"đề thi thực hành cần nêu yêu cầu cụ thể , rõ ràng hơn .",1,0
giọng của giảng viên rất khó nghe nên không thể nghe giảng hết những điều thầy nói .,0,0
"giảng dạy hay , nhiệt tình .",0,2
"giảng viên biết cách truyền đạt , giảng rất hay và dễ hiểu .",0,2
"dạy hơi nhiều , và hơi nhanh .",0,0
nên tạo không khí thoải mái cho tiết học để sinh viên dễ hiểu bài và thêm yêu thích môn học của giảng viên .,0,0
giảng dạy tận tâm .,0,2
"cả năm toàn học vòng lặp "" if "" "" for "" "" while "" đến bữa cuối mới lơ mơ học được struct với tạo file header mà ra đề 5 điểm trong phần đó .",0,0
"gần gũi , thân thiện với sinh viên , khả năng truyền đạt kiến thức tốt .",0,2
quá dễ dẫn đến buồn ngủ .,0,0
giảng viên không có tính hài hước .,0,1
"vui tính , nhiệt tình .",0,2
"thầy vui tính , giảng bài hay , đưa nhiều thông tin thực tế vào bài giảng .",0,2
thẩy wzjwz311 rất vui và nhiệt tình .,0,2
giáo viên giảng dạy lôi cuốn .,0,2
"nhiệt tình , dễ gần , truyền đạt tận tâm .",0,2
phương pháp truyền đạt của giảng viên chưa hiệu quả lắm .,0,0
giáo viên chưa tạo được không khí vui vẻ trong lớp học .,0,0
thầy giúp em biết mạch số là gì .,0,2
có lúc thầy lạc đề .,0,0
thầy dạy hơi chậm .,0,0
"lần được học thầy , thấm nhiều thứ quá .",0,2
nhiều phần trong slide bài giảng của giảng viên không chính xác .,0,0
"môn học cần phân chia hợp lý giữa các phần , phần nào khó cần nhiều thời gian để học nó , phần nào đã học thì chỉ ra những điểm đặc biệt cũng như thời gian học phần đó rút ngắn lại để các phần chưa học khác sẽ có thời gian nhiều hơn .",1,0
"thực hành đúng tiêu chí môn học , đi từ dễ đến khó cho sinh viên học tập từng bước dễ hiểu , giảng viên tích cực giải đáp thắc mắc và hỗ trợ sinh viên trong giờ thực hành .",1,0
"dạy dễ hiểu , sâu rộng .",0,2
"thầy dạy nhiệt tình , vui vẻ .",0,2
"thầy cực kỳ tâm lý , vui tính , dạy nhiệt tình và tận tụy với học trò .",0,2
thầy luôn chủ động tạo tranh luận và kiểm tra bài tập đầu giờ để sinh viên dễ dàng nắm bắt kiến thức .,0,2
"nội dung tiết học còn lan man , cảm tưởng như thầy đang dạy về tiếng anh chuyên ngành , chứ không đào sâu về kỹ thuật .",0,0
nên tự tin hơn trong việc giảng dạy .,0,0
giảng viên có cập nhật thông tin mới nhất về tình hình thực tế .,0,2
giáo viên rất nhiệt tình đối với sinh viên .,0,2
cảm thấy hứng thú khi lên lớp .,1,2
"cùng một kiến thức nhưng cách truyền đạt của thầy dễ hiểu hơn , phù hợp với đại đa số sinh viên và tất nhiên là hữu dụng cho các môn khác chứ không hề lan man , thiếu trọng tâm như các giảng viên toán khác .",1,2
giảng viên chưa bám sát được sinh viên .,0,0
nhiều lúc thầy vẫn nói lý thuyết nhiều gây nhàm chán .,0,0
"phần kiểm tra , thi cử đối với môn này nên đề cao tính tư duy logic của người học cũng như khả năng áp dụng kiến thức đã học vào thực tế thực nghiệm bằng cách chủ yếu đánh giá cao phần thực hành , viết code , làm project .",1,2
"do môn còn mới nên nhiều vấn đề trục trặc trong quá trình thực hành thầy vẫn chưa giải quyết được , nhưng vẫn rất ủng hộ thầy .",1,2
luôn đảm bảo giờ giấc trong tiết học .,0,2
"phòng lab chán lắm , hư hỏng hết cả .",2,0
"nội dung môn học còn khô , cứng !",1,0
cô nói hơi nhỏ nên hơi buồn ngủ .,0,0
có lúc dạy khó hiểu .,0,0
"thầy cho bài tập lạ , đa dạng .",0,2
"sau khi đã học xong môn nhập môn điện tử , em thiết nghĩ môn học này cần có thêm những phần học về thực tế , để sinh viên chúng em có thêm động lực khi học những phần lý thuyết đôi khi "" khô khan "" và "" xa lạ "" đồng thời sẽ tạo được sự đam mê với bộ môn điện tử nói chung ngay từ những ngày đầu học "" nhập môn "" .",1,0
"giáo viên vui tính , tích cực .",0,2
thầy dạy nghiêm túc .,0,2
"cơ sở dữ liệu năm nay đã kết hợp với thiết kế cơ sở dữ liệu rồi , kiến thức nhiều mà thi có phần trắc nghiệm nữa thì đánh giá kiến thức học được chưa đảm bảo cho lắm ạ .",1,0
nội dung có liên hệ nhiều với thực tế .,1,2
"nhiệt tình , luôn luôn giúp học sinh hiểu vấn đề cặn kẽ .",0,2
"ra đề thì phải có đáp án , để sinh viên tập dần thói quen đọc code .",0,0
em nghĩ là cần thêm bài tập trên lớp và giải ngay trên lớp .,0,0
môn học chỉ nên thuyết trình tìm hiểu về egov không làm đồ án .,1,0
giảng viên có nhiều phương pháp giảng hay .,0,2
thực hành hình thức 2 khó có thể tham gia học thường xuyên lắm ạ !,1,0
"cô giảng rất hay , rất nhiệt tình khi giảng dạy , rất vui tính .",0,2
"giáo viên luôn chia sẻ những ứng dụng của kiến thức đã học với thực tiễn , chia sẻ khá nhiều kinh nghiệm thực tế vô cùng bổ ích với sinh viên .",0,2
"thầy dạy nhiệt tình , rất chu đáo .",0,2
thầy dạy rất nhiệt tình với sinh viên .,0,2
"em thấy rất hài lòng về môn học này , nên em không có ý kiến gì khác cả .",1,2
bàn ghế còn bụi .,2,0
"cô vui tính , dạy tốt .",0,2
"nhiệt tình , giỏi hay giúp đỡ sinh viên và cho nhiều bài tập .",0,2
kể chuyện hay .,3,2
tôi đã thấy giảng viên chỉ nhìn qua chưa đầy 30 giây và cho điểm 9 ngay lập tức .,0,0
phòng thực hành nên nâng cấp máy tính .,2,0
thầy ít khi nhắc lại về phần đã dạy hôm trước .,0,0
"thầy nên tham gia thực hành cùng sinh viên , không phải là chỉ ngồi một chỗ , tụi em tự mày mò làm xong rồi thầy mới xuống chấm điểm .",0,0
